epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
70,4379.8,1.21562,0.63559,0.00227,0.89501,0.8774,0.94019,0.69754,1.06677,0.48406,0.00271,0.00056704,0.00056704,0.00056704
71,4437.57,1.20132,0.63111,0.00223,0.89155,0.87263,0.94069,0.69855,1.06612,0.48275,0.00271,0.000556742,0.000556742,0.000556742
72,4496.81,1.19893,0.63384,0.00226,0.88247,0.88454,0.94058,0.6974,1.06831,0.48593,0.00271,0.000546421,0.000546421,0.000546421
73,4557.25,1.21194,0.63812,0.00227,0.88998,0.87701,0.94068,0.69643,1.06631,0.48544,0.00269,0.000536081,0.000536081,0.000536081
74,4618.54,1.20284,0.62665,0.00224,0.89182,0.87642,0.94186,0.69818,1.06643,0.48023,0.0027,0.000525728,0.000525728,0.000525728
75,4676.42,1.20754,0.63361,0.00225,0.88543,0.88,0.94097,0.697,1.06673,0.47817,0.00271,0.000515366,0.000515366,0.000515366
76,4734.84,1.19989,0.63283,0.00224,0.89117,0.87605,0.94199,0.69708,1.06946,0.4811,0.00272,0.000505,0.000505,0.000505
77,4792.59,1.20014,0.62216,0.00224,0.88894,0.87701,0.94165,0.6978,1.07042,0.48194,0.00272,0.000494634,0.000494634,0.000494634
78,4850.6,1.19789,0.62934,0.00221,0.89035,0.87837,0.94139,0.69663,1.06389,0.4844,0.0027,0.000484272,0.000484272,0.000484272
79,4908.73,1.20402,0.6285,0.00225,0.88502,0.88504,0.94124,0.69796,1.0629,0.48061,0.00269,0.000473919,0.000473919,0.000473919
80,4966.75,1.20141,0.62431,0.00221,0.89149,0.87988,0.94202,0.6981,1.06574,0.47805,0.0027,0.000463579,0.000463579,0.000463579
81,5025.08,1.18743,0.6133,0.00223,0.88892,0.87812,0.94274,0.70122,1.06115,0.47807,0.00269,0.000453258,0.000453258,0.000453258
82,5082.95,1.1982,0.6254,0.00222,0.89299,0.87383,0.94177,0.69968,1.06047,0.47931,0.00269,0.00044296,0.00044296,0.00044296
