epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
78,6245.72,1.0611,0.54295,0.00207,0.88213,0.89125,0.94688,0.73699,0.95574,0.45646,0.00259,0.000484272,0.000484272,0.000484272
79,6286.46,1.04272,0.5448,0.00201,0.88793,0.88648,0.94721,0.7395,0.94637,0.45359,0.00256,0.000473919,0.000473919,0.000473919
80,6327.28,1.04893,0.54267,0.00202,0.89762,0.883,0.94762,0.73851,0.94898,0.44964,0.00258,0.000463579,0.000463579,0.000463579
81,6367.84,1.04204,0.53605,0.00201,0.89157,0.89015,0.94852,0.74237,0.94442,0.44295,0.00255,0.000453258,0.000453258,0.000453258
82,6408.42,1.0384,0.54294,0.002,0.89319,0.8929,0.95009,0.74127,0.94358,0.44434,0.00256,0.00044296,0.00044296,0.00044296
83,6449,1.03392,0.53482,0.00199,0.88835,0.90023,0.94932,0.74045,0.94587,0.44967,0.00256,0.000432689,0.000432689,0.000432689
84,6490.15,1.04469,0.53743,0.00202,0.89522,0.88683,0.94835,0.7417,0.94012,0.45173,0.00255,0.000422449,0.000422449,0.000422449
85,6530.69,1.04124,0.53767,0.00201,0.89311,0.88538,0.94946,0.74097,0.94622,0.45144,0.00256,0.000412246,0.000412246,0.000412246
86,6571.13,1.04832,0.5388,0.00199,0.88719,0.89272,0.94862,0.74157,0.94456,0.44814,0.00255,0.000402084,0.000402084,0.000402084
87,6611.81,1.05271,0.53295,0.002,0.88916,0.894,0.94823,0.74006,0.94826,0.45087,0.00256,0.000391966,0.000391966,0.000391966
88,6652.32,1.04935,0.53839,0.00199,0.89671,0.88679,0.94919,0.74086,0.94796,0.44901,0.00256,0.000381899,0.000381899,0.000381899
89,6692.9,1.03936,0.53061,0.00196,0.88935,0.89235,0.94943,0.74304,0.94308,0.44982,0.00255,0.000371885,0.000371885,0.000371885
90,6738.15,1.04143,0.52843,0.00196,0.88935,0.89327,0.94967,0.74311,0.94382,0.44589,0.00256,0.000361929,0.000361929,0.000361929
91,6781.25,1.04628,0.532,0.002,0.89057,0.89547,0.94994,0.74158,0.94906,0.44743,0.00256,0.000352037,0.000352037,0.000352037
92,6824.34,1.03722,0.5337,0.00196,0.88505,0.89235,0.94921,0.74337,0.94137,0.45207,0.00254,0.000342211,0.000342211,0.000342211
93,6867.4,1.03752,0.53313,0.00198,0.88637,0.89831,0.95014,0.74426,0.93909,0.44743,0.00253,0.000332457,0.000332457,0.000332457
94,6910.36,1.03126,0.52462,0.00197,0.8856,0.8995,0.94918,0.74312,0.94004,0.44221,0.00253,0.000322778,0.000322778,0.000322778
95,6953.33,1.0377,0.52699,0.00197,0.89128,0.89448,0.9491,0.74332,0.94207,0.44793,0.00254,0.00031318,0.00031318,0.00031318
96,6996.8,1.03307,0.52342,0.002,0.89032,0.89463,0.94881,0.74477,0.93505,0.45366,0.00253,0.000303665,0.000303665,0.000303665
97,7039.96,1.02795,0.53001,0.00196,0.89476,0.8885,0.94736,0.7431,0.9383,0.45159,0.00254,0.000294239,0.000294239,0.000294239
98,7082.99,1.03725,0.52561,0.00196,0.87832,0.90317,0.94762,0.74402,0.93553,0.44854,0.00253,0.000284906,0.000284906,0.000284906
99,7126.17,1.01958,0.52418,0.00193,0.89311,0.8918,0.94841,0.74481,0.93897,0.44736,0.00253,0.000275668,0.000275668,0.000275668
100,7169.29,1.02487,0.52351,0.00196,0.89628,0.89377,0.94936,0.74516,0.93712,0.44596,0.00253,0.000266532,0.000266532,0.000266532
101,7212.29,1.02345,0.51911,0.00193,0.88975,0.8984,0.94879,0.74569,0.93271,0.44769,0.00252,0.0002575,0.0002575,0.0002575
102,7255.69,1.01649,0.51566,0.00196,0.89587,0.89462,0.94919,0.74551,0.9338,0.44492,0.00252,0.000248577,0.000248577,0.000248577
103,7298.64,1.01293,0.51705,0.00191,0.8923,0.89364,0.94903,0.74587,0.93672,0.44327,0.00252,0.000239766,0.000239766,0.000239766
104,7341.69,1.02753,0.5199,0.00192,0.88924,0.89712,0.95041,0.74661,0.93409,0.44159,0.00252,0.000231071,0.000231071,0.000231071
105,7384.83,1.02588,0.52485,0.00193,0.89183,0.89813,0.94972,0.74664,0.93551,0.4387,0.00252,0.000222497,0.000222497,0.000222497
106,7427.83,1.02091,0.5187,0.00193,0.89402,0.89572,0.94943,0.74621,0.9345,0.43916,0.00252,0.000214046,0.000214046,0.000214046
107,7470.69,1.01955,0.51828,0.00193,0.89475,0.89474,0.94972,0.74648,0.93583,0.43982,0.00253,0.000205723,0.000205723,0.000205723
108,7513.52,1.01572,0.51067,0.00191,0.89026,0.89602,0.94786,0.74497,0.93564,0.44475,0.00252,0.000197532,0.000197532,0.000197532
109,7556.37,1.0188,0.51592,0.00196,0.89804,0.88515,0.94752,0.74591,0.93317,0.44296,0.00252,0.000189475,0.000189475,0.000189475
110,7599.36,1.01894,0.51332,0.00194,0.88779,0.90244,0.94891,0.74712,0.932,0.44077,0.00251,0.000181557,0.000181557,0.000181557
111,7642.06,1.01325,0.51605,0.00191,0.88902,0.89657,0.94888,0.74741,0.93101,0.44286,0.00251,0.00017378,0.00017378,0.00017378
112,7685.13,1.01469,0.51298,0.00192,0.89042,0.89657,0.94856,0.74685,0.9364,0.44264,0.00252,0.000166149,0.000166149,0.000166149
113,7728.03,1.01306,0.51124,0.00192,0.89369,0.8941,0.94943,0.74758,0.93168,0.44081,0.00251,0.000158667,0.000158667,0.000158667
114,7770.96,1.01066,0.51377,0.00191,0.8938,0.89529,0.95009,0.74752,0.93145,0.44084,0.00251,0.000151336,0.000151336,0.000151336
115,7813.77,1.00641,0.51254,0.0019,0.89582,0.89254,0.94936,0.74708,0.93302,0.43754,0.00251,0.000144161,0.000144161,0.000144161
116,7856.46,1.01868,0.51525,0.00195,0.89271,0.89932,0.94884,0.74557,0.93283,0.44212,0.00251,0.000137143,0.000137143,0.000137143
117,7899.37,1.00984,0.51075,0.00188,0.89043,0.89713,0.94915,0.74659,0.93235,0.44242,0.00251,0.000130287,0.000130287,0.000130287
118,7942.72,1.02668,0.52343,0.00192,0.89015,0.89611,0.94921,0.74584,0.9339,0.44055,0.00251,0.000123596,0.000123596,0.000123596
119,7985.61,1.01339,0.51473,0.00193,0.88535,0.90189,0.9478,0.74597,0.93231,0.44476,0.00251,0.000117072,0.000117072,0.000117072
120,8028.34,1.00016,0.50325,0.0019,0.89196,0.89584,0.94804,0.74594,0.93386,0.44692,0.00252,0.000110718,0.000110718,0.000110718
121,8071.16,1.00701,0.50944,0.00191,0.89095,0.89987,0.94898,0.7469,0.93462,0.44316,0.00252,0.000104537,0.000104537,0.000104537
122,8114.7,1.02268,0.51736,0.00193,0.89286,0.90024,0.94792,0.74598,0.93429,0.44542,0.00252,9.85311e-05,9.85311e-05,9.85311e-05
123,8157.86,1.00639,0.50604,0.00189,0.88989,0.89877,0.94815,0.74585,0.93505,0.442,0.00252,9.2704e-05,9.2704e-05,9.2704e-05
124,8200.82,1.00737,0.5137,0.00192,0.89058,0.89969,0.94845,0.74693,0.9344,0.44206,0.00252,8.70577e-05,8.70577e-05,8.70577e-05
125,8243.5,0.99682,0.501,0.00188,0.8866,0.90427,0.94862,0.74582,0.93522,0.44166,0.00252,8.15947e-05,8.15947e-05,8.15947e-05
126,8286.32,1.0111,0.50994,0.00191,0.8855,0.90622,0.94877,0.74679,0.93284,0.44381,0.00251,7.63174e-05,7.63174e-05,7.63174e-05
127,8329.14,0.99424,0.49923,0.00185,0.89202,0.89684,0.94808,0.74611,0.93415,0.4423,0.00251,7.12282e-05,7.12282e-05,7.12282e-05
128,8371.75,0.9903,0.49799,0.00187,0.89089,0.90006,0.94878,0.74674,0.93354,0.44238,0.00251,6.63292e-05,6.63292e-05,6.63292e-05
129,8414.59,0.99742,0.50545,0.00187,0.88848,0.90501,0.94822,0.74591,0.93269,0.44617,0.00251,6.16227e-05,6.16227e-05,6.16227e-05
130,8457.74,0.99299,0.49934,0.00189,0.8952,0.8929,0.94824,0.74666,0.93051,0.44673,0.00251,5.71106e-05,5.71106e-05,5.71106e-05
131,8509.72,0.90763,0.43037,0.00192,0.89058,0.89657,0.94728,0.74169,0.9423,0.4484,0.00254,5.2795e-05,5.2795e-05,5.2795e-05
132,8551.34,0.90028,0.4255,0.0019,0.88928,0.89657,0.94786,0.74226,0.94343,0.44922,0.00254,4.86777e-05,4.86777e-05,4.86777e-05
133,8593.16,0.8992,0.4266,0.00189,0.88938,0.89938,0.94768,0.74214,0.9421,0.44801,0.00254,4.47606e-05,4.47606e-05,4.47606e-05
