epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,944.605,1.20428,0.62759,0.00233,0.88885,0.86066,0.93173,0.67887,1.10118,0.52522,0.00286,0.000957205,0.000957205,0.000957205
22,986.234,1.19378,0.62073,0.00231,0.88321,0.86144,0.93128,0.6802,1.09938,0.51371,0.00283,0.000952889,0.000952889,0.000952889
23,1028.02,1.19543,0.62562,0.0023,0.87806,0.86496,0.93052,0.67341,1.10456,0.52664,0.00282,0.000948377,0.000948377,0.000948377
24,1069.62,1.19073,0.61407,0.00232,0.87933,0.85815,0.92861,0.67275,1.11117,0.53002,0.00285,0.000943671,0.000943671,0.000943671
25,1111.25,1.18821,0.60955,0.00229,0.87329,0.85875,0.92752,0.67698,1.10503,0.52839,0.00287,0.000938772,0.000938772,0.000938772
26,1152.97,1.18932,0.61562,0.00229,0.87929,0.86507,0.93028,0.67699,1.10957,0.52243,0.00289,0.000933683,0.000933683,0.000933683
27,1194.55,1.18194,0.61339,0.00229,0.87355,0.86526,0.93031,0.67312,1.11412,0.533,0.00288,0.000928405,0.000928405,0.000928405
28,1236.3,1.18096,0.61097,0.00229,0.86941,0.8634,0.92824,0.67919,1.10106,0.52813,0.00285,0.000922942,0.000922942,0.000922942
29,1277.87,1.18258,0.60703,0.00227,0.87705,0.87045,0.93042,0.6789,1.10043,0.52423,0.00283,0.000917296,0.000917296,0.000917296
30,1319.35,1.18173,0.60488,0.0023,0.87788,0.8763,0.93362,0.67812,1.11444,0.51032,0.00288,0.000911469,0.000911469,0.000911469
31,1361.54,1.17957,0.60216,0.00227,0.87455,0.86572,0.92946,0.67907,1.09798,0.52821,0.00285,0.000905463,0.000905463,0.000905463
32,1403.13,1.17533,0.60702,0.00224,0.8705,0.87567,0.93347,0.6793,1.10865,0.51056,0.00285,0.000899282,0.000899282,0.000899282
33,1444.71,1.1798,0.60572,0.00228,0.88072,0.8683,0.9318,0.67919,1.09877,0.51293,0.00283,0.000892928,0.000892928,0.000892928
34,1486.87,1.17065,0.59739,0.00226,0.87722,0.87013,0.93238,0.6802,1.10153,0.51283,0.00285,0.000886404,0.000886404,0.000886404
35,1528.42,1.18082,0.59763,0.00226,0.8806,0.87004,0.93371,0.68402,1.09604,0.50375,0.00283,0.000879713,0.000879713,0.000879713
36,1570.04,1.16854,0.60248,0.00222,0.87615,0.8726,0.93213,0.68079,1.10109,0.50129,0.00282,0.000872857,0.000872857,0.000872857
37,1611.57,1.16483,0.59053,0.00222,0.87877,0.87333,0.93307,0.68435,1.09019,0.50724,0.00283,0.000865839,0.000865839,0.000865839
38,1653.3,1.1618,0.5967,0.00224,0.88112,0.86758,0.93424,0.67936,1.11191,0.51969,0.00289,0.000858664,0.000858664,0.000858664
39,1695.21,1.16123,0.58632,0.00223,0.88176,0.87353,0.93546,0.67843,1.1105,0.51839,0.00287,0.000851333,0.000851333,0.000851333
40,1736.75,1.16319,0.58576,0.0022,0.87562,0.86917,0.93388,0.68459,1.08305,0.5125,0.0028,0.000843851,0.000843851,0.000843851
41,1778.36,1.15532,0.5822,0.0022,0.88317,0.87196,0.93634,0.68897,1.08441,0.49814,0.00278,0.00083622,0.00083622,0.00083622
42,1819.84,1.15061,0.57808,0.00223,0.87672,0.88142,0.9357,0.68682,1.08252,0.50656,0.00279,0.000828443,0.000828443,0.000828443
43,1861.36,1.15197,0.58185,0.00219,0.87883,0.87499,0.93299,0.68732,1.08181,0.49789,0.00278,0.000820525,0.000820525,0.000820525
44,1902.93,1.15462,0.57924,0.00219,0.88552,0.87648,0.93588,0.68873,1.08395,0.50214,0.00279,0.000812468,0.000812468,0.000812468
45,1944.54,1.15508,0.57522,0.00219,0.87283,0.88182,0.93477,0.68933,1.07817,0.50697,0.00277,0.000804277,0.000804277,0.000804277
46,1985.97,1.15142,0.57308,0.0022,0.87654,0.88505,0.93686,0.68837,1.08187,0.49767,0.00278,0.000795954,0.000795954,0.000795954
47,2027.37,1.14314,0.57011,0.0022,0.90032,0.86707,0.9387,0.68885,1.08608,0.49351,0.00278,0.000787503,0.000787503,0.000787503
48,2068.88,1.14564,0.57568,0.00218,0.88476,0.8763,0.93591,0.69094,1.07416,0.49432,0.00278,0.000778929,0.000778929,0.000778929
49,2110.35,1.14109,0.56754,0.00217,0.89179,0.8683,0.93734,0.68948,1.08296,0.48919,0.00279,0.000770234,0.000770234,0.000770234
50,2151.71,1.138,0.56378,0.00216,0.89365,0.87488,0.93714,0.69215,1.07854,0.48588,0.00278,0.000761423,0.000761423,0.000761423
51,2193.21,1.14688,0.56681,0.00217,0.88736,0.87853,0.93602,0.68887,1.08093,0.49098,0.00276,0.0007525,0.0007525,0.0007525
52,2234.8,1.13787,0.56672,0.00218,0.8871,0.87248,0.93729,0.69165,1.07673,0.48802,0.00276,0.000743468,0.000743468,0.000743468
53,2276.38,1.14073,0.56554,0.00217,0.89095,0.87403,0.9371,0.6895,1.079,0.4909,0.00277,0.000734332,0.000734332,0.000734332
54,2317.82,1.13231,0.56976,0.00215,0.88884,0.87713,0.93743,0.6929,1.07582,0.48895,0.00276,0.000725094,0.000725094,0.000725094
55,2359.28,1.12694,0.55661,0.00216,0.89347,0.87391,0.93836,0.69349,1.07118,0.49357,0.00275,0.000715761,0.000715761,0.000715761
56,2400.72,1.12781,0.56078,0.00212,0.89828,0.86734,0.93855,0.69275,1.07893,0.49076,0.00278,0.000706335,0.000706335,0.000706335
57,2442.16,1.13994,0.55712,0.00216,0.88251,0.87896,0.93587,0.68855,1.0837,0.49875,0.00277,0.00069682,0.00069682,0.00069682
58,2483.67,1.12447,0.55786,0.00214,0.89113,0.87567,0.93852,0.69425,1.07442,0.49324,0.00277,0.000687222,0.000687222,0.000687222
59,2525.34,1.12362,0.55691,0.00212,0.88983,0.87475,0.93719,0.69365,1.07314,0.49077,0.00276,0.000677543,0.000677543,0.000677543
60,2567.36,1.12792,0.56237,0.00214,0.89297,0.87669,0.93881,0.69419,1.07476,0.48769,0.00276,0.000667789,0.000667789,0.000667789
61,2608.93,1.12535,0.5501,0.00213,0.89541,0.87403,0.937,0.69647,1.07518,0.48082,0.00278,0.000657963,0.000657963,0.000657963
62,2650.91,1.11502,0.54591,0.00212,0.88682,0.87391,0.93593,0.69586,1.06738,0.48362,0.00274,0.000648071,0.000648071,0.000648071
63,2692.41,1.12588,0.55705,0.00211,0.88855,0.87749,0.93698,0.69486,1.07074,0.48514,0.00274,0.000638115,0.000638115,0.000638115
64,2733.9,1.11533,0.55085,0.00208,0.88391,0.88641,0.93808,0.69594,1.0675,0.47927,0.00274,0.000628101,0.000628101,0.000628101
65,2775.32,1.11169,0.54918,0.00211,0.89211,0.87642,0.93846,0.69768,1.06752,0.47687,0.00274,0.000618034,0.000618034,0.000618034
66,2816.76,1.11248,0.54822,0.00211,0.89044,0.87451,0.93685,0.69577,1.0671,0.48401,0.00274,0.000607916,0.000607916,0.000607916
67,2858.3,1.11922,0.55395,0.00211,0.89641,0.87069,0.93684,0.69718,1.06015,0.48511,0.00272,0.000597754,0.000597754,0.000597754
68,2899.73,1.11201,0.54862,0.0021,0.88068,0.88263,0.93636,0.69539,1.06795,0.488,0.00275,0.000587551,0.000587551,0.000587551
69,2941.45,1.10708,0.54269,0.00207,0.88961,0.8763,0.93678,0.69634,1.06896,0.4879,0.00273,0.000577311,0.000577311,0.000577311
70,2982.8,1.10178,0.54442,0.00208,0.88798,0.8821,0.93723,0.69843,1.05931,0.48387,0.00272,0.00056704,0.00056704,0.00056704
71,3024.26,1.10687,0.54238,0.00207,0.89314,0.87619,0.93759,0.69651,1.06562,0.48675,0.00273,0.000556742,0.000556742,0.000556742
72,3065.74,1.09883,0.53449,0.00204,0.89633,0.87339,0.93839,0.6996,1.06196,0.48159,0.00273,0.000546421,0.000546421,0.000546421
73,3107.27,1.10499,0.54044,0.00208,0.89024,0.88072,0.93801,0.6959,1.06811,0.48143,0.00273,0.000536081,0.000536081,0.000536081
74,3148.85,1.10011,0.52866,0.00207,0.89725,0.87713,0.93819,0.69732,1.06436,0.48283,0.00273,0.000525728,0.000525728,0.000525728
75,3190.33,1.1019,0.53389,0.00206,0.89219,0.87945,0.93782,0.69929,1.06532,0.48025,0.00273,0.000515366,0.000515366,0.000515366
76,3231.77,1.0886,0.53262,0.00206,0.8783,0.88669,0.93574,0.69663,1.06651,0.48858,0.00274,0.000505,0.000505,0.000505
77,3273.1,1.09729,0.5341,0.00204,0.89108,0.88143,0.93801,0.69956,1.06196,0.48098,0.00273,0.000494634,0.000494634,0.000494634
78,3314.9,1.09324,0.53897,0.00206,0.88918,0.88107,0.9374,0.69623,1.06729,0.48498,0.00274,0.000484272,0.000484272,0.000484272
79,3356.45,1.0914,0.53522,0.00204,0.89787,0.87654,0.93751,0.69917,1.06249,0.48252,0.00272,0.000473919,0.000473919,0.000473919
80,3397.69,1.09055,0.53336,0.00202,0.89019,0.88382,0.93914,0.70044,1.05914,0.47727,0.00272,0.000463579,0.000463579,0.000463579
81,3439.25,1.08829,0.53186,0.00207,0.89796,0.87367,0.93812,0.69962,1.0603,0.48314,0.00272,0.000453258,0.000453258,0.000453258
82,3480.77,1.09265,0.523,0.00201,0.88712,0.88299,0.93721,0.69655,1.06786,0.48299,0.00273,0.00044296,0.00044296,0.00044296
83,3522.24,1.08693,0.52673,0.00203,0.90288,0.87331,0.93796,0.69916,1.06249,0.47635,0.00273,0.000432689,0.000432689,0.000432689
84,3564.13,1.0829,0.51896,0.002,0.88899,0.88167,0.93779,0.69973,1.06067,0.48016,0.00272,0.000422449,0.000422449,0.000422449
85,3605.5,1.0819,0.52975,0.00199,0.89014,0.8806,0.93621,0.69793,1.06492,0.48368,0.00273,0.000412246,0.000412246,0.000412246
86,3646.96,1.0823,0.52259,0.00202,0.89155,0.88275,0.93845,0.69883,1.06504,0.47774,0.00273,0.000402084,0.000402084,0.000402084
87,3688.39,1.07949,0.52117,0.002,0.89348,0.88072,0.93835,0.70012,1.05919,0.47483,0.00271,0.000391966,0.000391966,0.000391966
88,3729.92,1.07831,0.51978,0.00198,0.8943,0.88096,0.93796,0.6992,1.05969,0.47527,0.00272,0.000381899,0.000381899,0.000381899
89,3771.46,1.08158,0.51754,0.00202,0.89221,0.87618,0.93752,0.69846,1.06018,0.48126,0.00271,0.000371885,0.000371885,0.000371885
90,3812.87,1.07481,0.51334,0.00199,0.89674,0.87514,0.93735,0.69871,1.06003,0.48471,0.00272,0.000361929,0.000361929,0.000361929
91,3854.29,1.07493,0.52364,0.00197,0.89104,0.88012,0.93708,0.69926,1.05987,0.47974,0.00272,0.000352037,0.000352037,0.000352037
92,3895.57,1.06855,0.5156,0.00199,0.89203,0.88096,0.93712,0.69825,1.06046,0.48392,0.00272,0.000342211,0.000342211,0.000342211
93,3937.02,1.06323,0.51254,0.002,0.8962,0.8794,0.93668,0.69969,1.05835,0.47958,0.00272,0.000332457,0.000332457,0.000332457
94,3978.35,1.06995,0.50678,0.00197,0.89027,0.88157,0.9369,0.69859,1.05951,0.48288,0.00272,0.000322778,0.000322778,0.000322778
95,4019.75,1.05586,0.50527,0.00195,0.89359,0.8784,0.93662,0.69863,1.06007,0.48339,0.00272,0.00031318,0.00031318,0.00031318
96,4061.55,1.06381,0.51297,0.00196,0.88974,0.88251,0.93764,0.69887,1.06124,0.48437,0.00272,0.000303665,0.000303665,0.000303665
97,4103.01,1.06958,0.51085,0.00198,0.89854,0.87487,0.93673,0.69961,1.06065,0.48404,0.00272,0.000294239,0.000294239,0.000294239
98,4144.39,1.05795,0.50965,0.00196,0.88788,0.88609,0.93565,0.69749,1.0608,0.48292,0.00273,0.000284906,0.000284906,0.000284906
99,4185.79,1.05021,0.49966,0.00194,0.89227,0.88287,0.93703,0.69891,1.06131,0.48151,0.00272,0.000275668,0.000275668,0.000275668
100,4227.24,1.06084,0.51104,0.00195,0.89549,0.88119,0.93663,0.69879,1.05894,0.48232,0.00272,0.000266532,0.000266532,0.000266532
101,4268.83,1.05663,0.50198,0.00195,0.89168,0.88012,0.93638,0.69788,1.05972,0.48314,0.00272,0.0002575,0.0002575,0.0002575
102,4310.37,1.05725,0.50666,0.00196,0.88911,0.88361,0.93735,0.69892,1.05847,0.48349,0.00272,0.000248577,0.000248577,0.000248577
103,4351.8,1.06313,0.5049,0.00193,0.89401,0.88,0.939,0.70007,1.06108,0.48031,0.00273,0.000239766,0.000239766,0.000239766
104,4393.23,1.04344,0.49255,0.00192,0.89343,0.88088,0.9375,0.69901,1.05964,0.48308,0.00272,0.000231071,0.000231071,0.000231071
105,4434.66,1.05558,0.50459,0.00194,0.89093,0.88171,0.93609,0.69641,1.06008,0.48936,0.00272,0.000222497,0.000222497,0.000222497
106,4475.95,1.05085,0.49078,0.00193,0.88968,0.88489,0.93624,0.69715,1.05933,0.48798,0.00273,0.000214046,0.000214046,0.000214046
107,4517.43,1.04894,0.50224,0.00193,0.89672,0.88072,0.93596,0.69762,1.06051,0.48872,0.00273,0.000205723,0.000205723,0.000205723
108,4558.86,1.04433,0.50518,0.00192,0.89277,0.87884,0.93514,0.69561,1.06151,0.48581,0.00273,0.000197532,0.000197532,0.000197532
109,4600.28,1.05168,0.49822,0.00193,0.89196,0.88263,0.93585,0.69651,1.06351,0.48691,0.00274,0.000189475,0.000189475,0.000189475
110,4641.82,1.04748,0.50454,0.00192,0.89303,0.87988,0.93611,0.69588,1.06385,0.48538,0.00273,0.000181557,0.000181557,0.000181557
