epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
97,8455.77,0.8653,0.4997,0.86662,0.89508,0.8973,0.95302,0.75628,0.8251,0.45479,0.85899,0.000294239,0.000294239,0.000294239
98,8509.2,0.86847,0.49619,0.86773,0.90294,0.89052,0.953,0.75804,0.82319,0.45175,0.85908,0.000284906,0.000284906,0.000284906
99,8552.67,0.85361,0.48925,0.86301,0.88773,0.90341,0.95329,0.75924,0.82212,0.45116,0.86055,0.000275668,0.000275668,0.000275668
100,8599.12,0.8651,0.49557,0.86622,0.90054,0.89495,0.95491,0.76043,0.82294,0.45041,0.86093,0.000266532,0.000266532,0.000266532
101,8646.96,0.85621,0.4901,0.86474,0.9078,0.89034,0.95343,0.7589,0.82205,0.45151,0.85982,0.0002575,0.0002575,0.0002575
102,8692.96,0.85703,0.4906,0.86618,0.89391,0.90702,0.95545,0.76076,0.8225,0.44946,0.85991,0.000248577,0.000248577,0.000248577
103,8736.82,0.85432,0.48876,0.86374,0.89951,0.89954,0.9549,0.75958,0.82384,0.44976,0.85899,0.000239766,0.000239766,0.000239766
104,8780.9,0.86081,0.49221,0.86461,0.89976,0.90097,0.95524,0.76055,0.82268,0.44872,0.85981,0.000231071,0.000231071,0.000231071
105,8825.02,0.86109,0.49374,0.86537,0.89527,0.90336,0.95428,0.75973,0.8229,0.44924,0.86019,0.000222497,0.000222497,0.000222497
106,8870.65,0.85836,0.48914,0.86504,0.90219,0.89602,0.95464,0.75877,0.82242,0.45056,0.85939,0.000214046,0.000214046,0.000214046
107,8914.5,0.85848,0.48993,0.86417,0.90223,0.89527,0.95427,0.76019,0.82274,0.45104,0.8589,0.000205723,0.000205723,0.000205723
108,8970.96,0.8533,0.48431,0.86469,0.89682,0.90207,0.9547,0.76085,0.82151,0.45136,0.85954,0.000197532,0.000197532,0.000197532
109,9016.22,0.85871,0.49004,0.86683,0.89789,0.89825,0.95435,0.76057,0.82047,0.45012,0.85885,0.000189475,0.000189475,0.000189475
110,9060.67,0.85254,0.48616,0.86502,0.89616,0.90317,0.95472,0.76141,0.82125,0.44776,0.85946,0.000181557,0.000181557,0.000181557
111,9104.94,0.8514,0.48391,0.8642,0.8983,0.90409,0.955,0.76157,0.8226,0.44766,0.85939,0.00017378,0.00017378,0.00017378
112,9170.55,0.8515,0.48372,0.8642,0.89988,0.89828,0.95416,0.7609,0.82297,0.44919,0.86007,0.000166149,0.000166149,0.000166149
113,9240.72,0.84908,0.47963,0.86277,0.89755,0.90244,0.9541,0.76128,0.82141,0.45086,0.85926,0.000158667,0.000158667,0.000158667
114,9311.52,0.84652,0.48026,0.86204,0.89634,0.89932,0.95438,0.76117,0.82094,0.44898,0.85935,0.000151336,0.000151336,0.000151336
115,9379.5,0.8436,0.48068,0.86298,0.90379,0.89751,0.95517,0.76216,0.82155,0.44851,0.85943,0.000144161,0.000144161,0.000144161
116,9451.19,0.85463,0.48602,0.86735,0.9012,0.89914,0.95444,0.7599,0.82283,0.44799,0.85899,0.000137143,0.000137143,0.000137143
117,9505.57,0.84723,0.47846,0.86222,0.89842,0.90006,0.95412,0.75977,0.82018,0.44813,0.8595,0.000130287,0.000130287,0.000130287
118,9555.06,0.85811,0.48496,0.86399,0.89843,0.9003,0.95413,0.76031,0.81955,0.44807,0.85834,0.000123596,0.000123596,0.000123596
119,9604.98,0.84688,0.4795,0.86547,0.89682,0.90054,0.95364,0.7601,0.81896,0.44852,0.85821,0.000117072,0.000117072,0.000117072
120,9654.56,0.83647,0.475,0.86179,0.89907,0.89846,0.95391,0.7603,0.81896,0.44813,0.85848,0.000110718,0.000110718,0.000110718
121,9703.62,0.84486,0.47541,0.86298,0.89686,0.90256,0.95438,0.76152,0.81933,0.44597,0.8586,0.000104537,0.000104537,0.000104537
122,9755.14,0.85489,0.48149,0.86474,0.89008,0.90881,0.95313,0.75927,0.82151,0.44642,0.85929,9.85311e-05,9.85311e-05,9.85311e-05
123,9810.76,0.84239,0.47607,0.86221,0.90379,0.8951,0.95379,0.76077,0.81987,0.44597,0.8588,9.2704e-05,9.2704e-05,9.2704e-05
124,9863.72,0.84654,0.47901,0.86566,0.909,0.88832,0.95351,0.76119,0.82025,0.44669,0.85884,8.70577e-05,8.70577e-05,8.70577e-05
125,9915.9,0.83348,0.47039,0.86023,0.89924,0.89657,0.95387,0.76068,0.82119,0.4454,0.85898,8.15947e-05,8.15947e-05,8.15947e-05
126,9996.34,0.84284,0.47732,0.86214,0.89975,0.8962,0.95354,0.76056,0.82121,0.44591,0.85853,7.63174e-05,7.63174e-05,7.63174e-05
127,10053.2,0.82724,0.46857,0.85813,0.90248,0.89584,0.95407,0.76114,0.81971,0.44656,0.85827,7.12282e-05,7.12282e-05,7.12282e-05
128,10112.6,0.82895,0.46897,0.86104,0.89359,0.90556,0.95417,0.76115,0.81837,0.44458,0.85871,6.63292e-05,6.63292e-05,6.63292e-05
129,10180.6,0.8323,0.46981,0.85982,0.89854,0.89859,0.9542,0.76015,0.8181,0.44599,0.85836,6.16227e-05,6.16227e-05,6.16227e-05
130,10233.8,0.8293,0.46922,0.86127,0.89836,0.90061,0.9544,0.76096,0.81809,0.44536,0.85793,5.71106e-05,5.71106e-05,5.71106e-05
131,10301,0.78528,0.43384,0.85174,0.89587,0.89773,0.95298,0.75562,0.82381,0.44975,0.85905,5.2795e-05,5.2795e-05,5.2795e-05
132,10907.1,0.78105,0.42933,0.85148,0.89561,0.89676,0.95253,0.75607,0.8251,0.45059,0.85957,4.86777e-05,4.86777e-05,4.86777e-05
133,10957.3,0.77251,0.42683,0.84971,0.89334,0.90005,0.95308,0.75675,0.82429,0.44905,0.85931,4.47606e-05,4.47606e-05,4.47606e-05
134,11002.8,0.77603,0.42578,0.84886,0.89355,0.90209,0.95349,0.75693,0.82587,0.44859,0.86002,4.10454e-05,4.10454e-05,4.10454e-05
135,11047.6,0.77758,0.42446,0.84896,0.89438,0.89969,0.95339,0.75781,0.82537,0.44807,0.85991,3.75337e-05,3.75337e-05,3.75337e-05
